,year,fips60_06,fips,wtem,wpre,wtem50,wpre50,country,country_code,ki,rgdpl,gdpLCU,gdpSHAREAG,gdpWDIGDPAGR,gdpWDIGDPIND,lnrgdpl_t0,_MENA,_SSAF,_LAC,_WEOFF,_EECA,_SEAS,parent
3781,2001,HO,HO,24.346592,8.280599,23.723913,129.4226,Honduras,HND,16.714864781540083,2258.0456691165455,1112.752864,14.00448227,1640000000.0,1690000000.0,7.449604,0.0,0.0,1.0,0.0,0.0,0.0,HO
3782,1969,HO,HO,23.728043,19.05225,23.723913,129.4226,Honduras,HND,12.814518895077113,1837.0852779964853,920.6846823,35.87134933,787000000.0,450000000.0,7.449604,0.0,0.0,1.0,0.0,0.0,0.0,HO
3783,1971,HO,HO,23.243868,13.067027,23.723913,129.4226,Honduras,HND,9.526461802387074,1999.3442883956031,936.60324,31.31159782,820000000.0,483000000.0,7.449604,0.0,0.0,1.0,0.0,0.0,0.0,HO
3784,1985,HO,HO,23.626518,11.77336,23.723913,129.4226,Honduras,HND,8.990169420202847,2349.9874738521817,1058.842964,21.85461426,1080000000.0,969000000.0,7.449604,0.0,0.0,1.0,0.0,0.0,0.0,HO
3785,1964,HO,HO,23.602894,16.248217,23.723913,129.4226,Honduras,HND,10.110451183562638,1694.966064003372,816.5118433,37.85731506,587000000.0,338000000.0,7.449604,0.0,0.0,1.0,0.0,0.0,0.0,HO
3786,1986,HO,HO,23.924961,13.28861,23.723913,129.4226,Honduras,HND,7.07227033444219,2341.4594896635526,1034.091216,20.57008553,1070000000.0,948000000.0,7.449604,0.0,0.0,1.0,0.0,0.0,0.0,HO
3787,2000,HR,HR,12.862147,6.6909256,11.157593,82.9666,Croatia,HRV,13.287675962450182,8979.60128241697,28742.03182,9.08878994,10100000000.0,36700000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3788,1996,HR,HR,10.491584,10.38288,11.157593,82.9666,Croatia,HRV,14.472145020217669,7735.822912150352,25819.0767,10.28398705,9470000000.0,32000000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3789,1994,HR,HR,12.513806,9.159577,11.157593,82.9666,Croatia,HRV,11.188152571175033,7042.497658193987,22026.62317,11.54321098,9450000000.0,30700000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3790,1998,HR,HR,11.394469,9.509078,11.157593,82.9666,Croatia,HRV,16.681230453713294,8531.460281794816,28201.33319,9.814887047,10200000000.0,36200000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3791,1993,HR,HR,11.226559,9.4532,11.157593,82.9666,Croatia,HRV,9.414582701199947,6654.61395333313,20850.06477,13.94184685,10300000000.0,28600000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3792,2003,HR,HR,12.076434,6.9391365,11.157593,82.9666,Croatia,HRV,20.607995927117333,9778.302738932567,33820.92097,7.294340134,9780000000.0,43300000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3793,1999,HR,HR,12.001194,8.957095,11.157593,82.9666,Croatia,HRV,15.35278728665615,8611.254985202384,27640.40575,10.00034142,9960000000.0,36200000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3794,2002,HR,HR,12.528781,9.243416,11.157593,82.9666,Croatia,HRV,19.00668387315041,9502.26022753416,32110.32058,8.995492935,10600000000.0,40300000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3795,2001,HR,HR,11.985215,8.820901,11.157593,82.9666,Croatia,HRV,16.029776739169638,9214.543778454094,30423.59157,9.295433044,10300000000.0,38100000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3796,1997,HR,HR,11.160157,7.8726325,11.157593,82.9666,Croatia,HRV,18.652372659701793,8159.280996436806,27092.06435,9.598794937,9690000000.0,34600000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3797,2004,HR,HR,11.38709,10.303973,11.157593,82.9666,Croatia,HRV,20.46839507453191,10131.751259203784,35098.42334,7.106873035,10200000000.0,45000000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3798,1995,HR,HR,11.295224,9.537486,11.157593,82.9666,Croatia,HRV,11.418708964968422,7418.264767580475,23431.11274,10.6650877,9360000000.0,30100000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3799,2005,HR,HR,10.765713,10.362825,11.157593,82.9666,Croatia,HRV,,,36598.01051,6.899682999,10200000000.0,47100000000.0,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3800,2006,HR,HR,11.708366,8.442398,11.157593,82.9666,Croatia,HRV,,,,,,,9.280056,0.0,0.0,0.0,0.0,1.0,0.0,YGL
3801,1956,HU,HU,9.081948,5.1808143,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3802,2003,HU,HU,10.52402,4.3034782,10.416301,50.275925,Hungary,HUN,19.4121638014121,13016.209233570224,1467162.658,4.297122002,651000000000.0,4080000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3803,1966,HU,HU,10.9574175,7.123774,10.416301,50.275925,Hungary,HUN,,,553190.8624,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3804,1969,HU,HU,9.940278,6.335056,10.416301,50.275925,Hungary,HUN,,,659263.7905,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3805,1998,HU,HU,10.390413,5.837457,10.416301,50.275925,Hungary,HUN,23.488531950195675,10403.443279190753,1170926.566,5.695668221,672000000000.0,3210000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3806,1957,HU,HU,10.625135,5.4878716,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3807,1984,HU,HU,9.928957,5.990437,10.416301,50.275925,Hungary,HUN,15.944300313663758,9475.473334616492,1121829.967,18.98410988,931000000000.0,3380000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3808,2000,HU,HU,11.779308,4.168984,10.416301,50.275925,Hungary,HUN,24.340412205249887,11382.949744080368,1299798.004,5.401580334,625000000000.0,3740000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3809,1995,HU,HU,10.477125,6.3591895,10.416301,50.275925,Hungary,HUN,16.557166027417516,9533.654746216871,1047617.061,7.063868523,658000000000.0,2650000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3810,2005,HU,HU,9.954187,6.9500084,10.416301,50.275925,Hungary,HUN,,,1614019.91,4.324848652,898000000000.0,4460000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3811,1982,HU,HU,10.279849,5.2694488,10.416301,50.275925,Hungary,HUN,18.284721417057728,9080.711844083202,1078467.238,19.57833099,889000000000.0,3270000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3812,1962,HU,HU,9.821547,5.1256814,10.416301,50.275925,Hungary,HUN,,,458237.2474,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3813,1977,HU,HU,10.34946,5.472373,10.416301,50.275925,Hungary,HUN,22.044926859216776,7987.388604547927,958627.0668,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3814,1973,HU,HU,9.938163,4.524365,10.416301,50.275925,Hungary,HUN,17.586661962291544,6880.012419362527,814724.3107,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3815,1970,HU,HU,9.791542,6.6359496,10.416301,50.275925,Hungary,HUN,17.595929351307618,5725.251421008667,666898.3936,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3816,1985,HU,HU,9.136483,5.961482,10.416301,50.275925,Hungary,HUN,15.348814431485437,9554.433056291498,1123252.361,17.89336586,893000000000.0,3300000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3817,1980,HU,HU,8.962277,6.6795535,10.416301,50.275925,Hungary,HUN,20.542267812172547,8502.617221495957,1017128.244,19.13392639,771000000000.0,3030000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3818,2006,HU,HU,10.637024,5.663381,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3819,2001,HU,HU,10.611033,5.737677,10.416301,50.275925,Hungary,HUN,21.550479769537578,11948.43221912708,1359194.779,5.264210701,727000000000.0,3790000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3820,1965,HU,HU,9.413307,7.6638217,10.416301,50.275925,Hungary,HUN,,,519394.6109,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3821,1987,HU,HU,9.494907,6.0605383,10.416301,50.275925,Hungary,HUN,16.265981713548197,10155.71197572347,1197183.319,17.04182243,897000000000.0,3420000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3822,1955,HU,HU,9.889054,7.28299,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3823,1952,HU,HU,10.626112,6.96789,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3824,1992,HU,HU,11.152602,8.378054,10.416301,50.275925,Hungary,HUN,10.872091047320632,9035.047651245752,1004573.863,7.524054527,698000000000.0,2350000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3825,1988,HU,HU,10.224392,5.3928723,10.416301,50.275925,Hungary,HUN,15.57107384757701,10330.55106603288,1201430.217,16.61029053,967000000000.0,3340000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3826,1975,HU,HU,10.640409,5.849977,10.416301,50.275925,Hungary,HUN,21.614260763859303,7235.409186200834,867583.0409,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3827,1968,HU,HU,10.684729,4.9893956,10.416301,50.275925,Hungary,HUN,,,623538.6198,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3828,2004,HU,HU,10.261587,6.283102,10.416301,50.275925,Hungary,HUN,19.096195779144935,13641.62673819445,1547140.863,4.833177567,1010000000000.0,4240000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3829,1964,HU,HU,9.719046,6.190414,10.416301,50.275925,Hungary,HUN,,,504385.4082,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3830,1960,HU,HU,10.652322,6.5741024,10.416301,50.275925,Hungary,HUN,,,366665.8383,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3831,1974,HU,HU,10.581171,7.1415834,10.416301,50.275925,Hungary,HUN,19.241115443761828,7054.375062439452,847563.2498,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3832,1993,HU,HU,10.2408085,5.811553,10.416301,50.275925,Hungary,HUN,13.626963828170652,9541.325305697646,999926.1252,6.829115868,643000000000.0,2380000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3833,1997,HU,HU,10.0521965,4.0565453,10.416301,50.275925,Hungary,HUN,20.275566868348633,9999.80333077373,1114067.84,6.085713863,682000000000.0,2980000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3834,1981,HU,HU,10.204474,5.6776824,10.416301,50.275925,Hungary,HUN,19.559814374519153,8779.379665904173,1047006.68,19.44738197,796000000000.0,3150000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3835,1961,HU,HU,11.142961,4.303893,10.416301,50.275925,Hungary,HUN,,,433325.3912,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3836,1954,HU,HU,9.495008,6.1526866,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3837,1958,HU,HU,10.672239,5.778731,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3838,1953,HU,HU,10.57445,5.2698545,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3839,1991,HU,HU,9.808708,6.2297873,10.416301,50.275925,Hungary,HUN,13.666979443844383,9017.964176755278,1035923.421,8.905320168,836000000000.0,2470000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3840,1951,HU,HU,11.451825,6.477092,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3841,1967,HU,HU,10.775868,5.0529075,10.416301,50.275925,Hungary,HUN,,,595707.2662,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3842,1983,HU,HU,10.743528,4.5741453,10.416301,50.275925,Hungary,HUN,16.801907576811534,9197.585351334106,1089044.229,19.06359291,890000000000.0,3340000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3843,1990,HU,HU,10.979174,5.012136,10.416301,50.275925,Hungary,HUN,15.550569347225817,10086.900747967617,1175676.617,14.54136181,911000000000.0,2990000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3844,1972,HU,HU,10.307867,5.9871902,10.416301,50.275925,Hungary,HUN,18.281582062179044,6419.391102543501,755482.8163,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3845,1976,HU,HU,9.772696,5.977378,10.416301,50.275925,Hungary,HUN,20.895164857344795,7501.252759914198,895501.4314,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3846,2002,HU,HU,11.426875,4.7785616,10.416301,50.275925,Hungary,HUN,19.91000700876548,12522.607092670994,1415085.569,4.657327652,656000000000.0,3920000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3847,1978,HU,HU,9.307826,5.7593446,10.416301,50.275925,Hungary,HUN,24.138734544830566,7885.66450597661,951474.5024,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3848,1999,HU,HU,10.668093,7.153419,10.416301,50.275925,Hungary,HUN,24.181744486462822,10822.46862386277,1223009.883,4.990310192,678000000000.0,3430000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3849,1979,HU,HU,10.412601,6.261528,10.416301,50.275925,Hungary,HUN,21.68713096041238,8523.08949622853,1021408.59,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3850,1994,HU,HU,11.70491,6.3532486,10.416301,50.275925,Hungary,HUN,16.557517059327186,9407.88894013139,1030805.462,7.049628735,640000000000.0,2510000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3851,1971,HU,HU,10.155427,4.3630953,10.416301,50.275925,Hungary,HUN,20.756362261807375,5871.911194439906,687794.2817,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3852,1959,HU,HU,10.619062,5.5986123,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3853,1950,HU,HU,11.128177,6.134568,10.416301,50.275925,Hungary,HUN,,,,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3854,1996,HU,HU,9.488797,5.6178994,10.416301,50.275925,Hungary,HUN,18.632714086712497,9595.19361222606,1063257.352,6.88733387,685000000000.0,2690000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3855,1989,HU,HU,10.66276,5.379523,10.416301,50.275925,Hungary,HUN,15.83851485814695,10325.550512823984,1215431.737,15.62504387,956000000000.0,3340000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3856,1963,HU,HU,9.772499,6.1405954,10.416301,50.275925,Hungary,HUN,,,480446.7475,,,,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3857,1986,HU,HU,9.855812,4.764144,10.416301,50.275925,Hungary,HUN,16.315363413957833,9768.989786458895,1145342.89,18.30781364,925000000000.0,3290000000000.0,8.652641,0.0,0.0,0.0,0.0,1.0,0.0,HU
3858,1962,IC,IC,2.748742,8.5068865,2.8856761,70.55774,Iceland,ISL,21.80748487990381,8527.769799233964,828936.237,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3859,1952,IC,IC,2.4680817,6.540547,2.8856761,70.55774,Iceland,ISL,22.814493363728143,5893.735271805423,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3860,1979,IC,IC,1.0900943,7.555132,2.8856761,70.55774,Iceland,ISL,24.2766082216437,17721.721057530063,1693964.669,12.56919384,39700000000.0,107000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3861,1956,IC,IC,3.3616352,9.670452,2.8856761,70.55774,Iceland,ISL,25.012227325345453,7795.1313366047325,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3862,1953,IC,IC,3.412264,11.150699,2.8856761,70.55774,Iceland,ISL,22.718838602256625,6664.584876355877,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3863,1958,IC,IC,3.0091195,8.499699,2.8856761,70.55774,Iceland,ISL,27.424114772931112,8168.762993898914,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3864,1987,IC,IC,3.4996855,7.7219996,2.8856761,70.55774,Iceland,ISL,22.38758108412312,22196.795235510283,2127993.881,11.6572113,54100000000.0,124000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3865,1977,IC,IC,2.5069182,7.4503775,2.8856761,70.55774,Iceland,ISL,29.982121061254034,16258.273274585767,1551219.408,12.20053387,34000000000.0,104000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3866,2005,IC,IC,3.1805031,7.9082456,2.8856761,70.55774,Iceland,ISL,,,2762253.51,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3867,1981,IC,IC,1.547327,7.7099433,2.8856761,70.55774,Iceland,ISL,25.97093610680124,19150.456501410386,1827305.676,11.32439423,45400000000.0,116000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3868,1973,IC,IC,1.9679245,9.823264,2.8856761,70.55774,Iceland,ISL,31.36120064852306,13845.051557231605,1324143.442,11.59271908,29400000000.0,90300000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3869,1963,IC,IC,2.8347485,7.5695095,2.8856761,70.55774,Iceland,ISL,26.19523653608622,9308.469029297436,899353.0963,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3870,2000,IC,IC,2.789937,7.850604,2.8856761,70.55774,Iceland,ISL,26.953049753976657,25794.626654658427,2413873.961,8.478534698,47800000000.0,142000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3871,1999,IC,IC,2.5836477,7.7750187,2.8856761,70.55774,Iceland,ISL,24.42185482216732,24719.54743669972,2346977.357,9.268121719,48800000000.0,132000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3872,1960,IC,IC,3.7679245,7.2314715,2.8856761,70.55774,Iceland,ISL,26.448451325139295,8252.304732678675,792072.0699,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3873,1972,IC,IC,3.1820755,11.332283,2.8856761,70.55774,Iceland,ISL,25.67323126372408,12914.242989350074,1257560.74,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3874,1969,IC,IC,1.8338051,10.163754,2.8856761,70.55774,Iceland,ISL,25.171616114393956,10514.054322463131,1003679.159,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3875,1950,IC,IC,2.7421384,7.4776225,2.8856761,70.55774,Iceland,ISL,21.204051180132062,6282.280422986465,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3876,1964,IC,IC,3.7605345,8.590378,2.8856761,70.55774,Iceland,ISL,30.251382478950507,10139.562700361648,962520.0748,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3877,1966,IC,IC,2.1762578,7.6736603,2.8856761,70.55774,Iceland,ISL,30.39788409225024,11483.569526070476,1082490.88,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3878,1971,IC,IC,2.4261007,8.789113,2.8856761,70.55774,Iceland,ISL,34.25332256746133,12813.77119003343,1201645.111,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3879,1986,IC,IC,2.3121068,6.709283,2.8856761,70.55774,Iceland,ISL,19.821914260235506,20626.219325171915,1984657.973,11.72589874,47900000000.0,116000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3880,1980,IC,IC,2.64261,7.9164534,2.8856761,70.55774,Iceland,ISL,26.24055621475265,18557.964724716883,1775618.874,11.96480846,44600000000.0,115000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3881,1988,IC,IC,2.122956,8.663416,2.8856761,70.55774,Iceland,ISL,23.318871738976192,21919.451610139688,2092904.355,11.36981678,55000000000.0,117000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3882,1983,IC,IC,1.6515723,9.259453,2.8856761,70.55774,Iceland,ISL,20.699440996890537,18679.376453971334,1780279.771,9.204755783,36800000000.0,110000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3883,1967,IC,IC,2.1216981,8.5523205,2.8856761,70.55774,Iceland,ISL,33.66629077705346,11297.483549666562,1058031.462,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3884,1978,IC,IC,2.635692,8.086811,2.8856761,70.55774,Iceland,ISL,24.5621520282817,17065.502901596297,1629868.325,12.82097816,39100000000.0,105000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3885,2001,IC,IC,3.219654,9.068679,2.8856761,70.55774,Iceland,ISL,24.19549379346474,26309.362486878388,2470405.274,8.820351601,48500000000.0,147000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3886,1965,IC,IC,2.8724842,6.8615093,2.8856761,70.55774,Iceland,ISL,30.849062381380467,10730.061602414553,1010917.376,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3887,1957,IC,IC,3.1042452,8.32749,2.8856761,70.55774,Iceland,ISL,26.037248163869315,7617.530406856147,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3888,1992,IC,IC,1.6663522,10.697284,2.8856761,70.55774,Iceland,ISL,20.290872351888684,20617.94960074872,1959393.747,11.16722679,50600000000.0,106000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3889,1970,IC,IC,2.094497,9.319245,2.8856761,70.55774,Iceland,ISL,23.428356623058423,11124.610615264768,1073250.465,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3890,1993,IC,IC,2.1202831,9.749925,2.8856761,70.55774,Iceland,ISL,18.667384076603824,20589.627377453944,1965289.991,11.11242008,53500000000.0,104000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3891,1997,IC,IC,3.0522013,6.4789433,2.8856761,70.55774,Iceland,ISL,21.259995089241063,22837.789951188086,2171031.311,9.681872368,52200000000.0,119000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3892,1989,IC,IC,2.0157232,11.145887,2.8856761,70.55774,Iceland,ISL,20.737581571402234,21703.97647884134,2075063.36,10.71547699,53600000000.0,112000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3893,1998,IC,IC,2.643239,6.101566,2.8856761,70.55774,Iceland,ISL,26.571186398233355,23999.39111353481,2279246.646,9.90500164,50200000000.0,123000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3894,2006,IC,IC,3.6253145,8.379622,2.8856761,70.55774,Iceland,ISL,,,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3895,1996,IC,IC,3.1193397,6.634415,2.8856761,70.55774,Iceland,ISL,20.37435968778791,21888.330237361868,2085632.228,10.69068813,52500000000.0,112000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3896,1995,IC,IC,1.7968553,5.724434,2.8856761,70.55774,Iceland,ISL,17.73445753977461,20976.734644465196,2004893.696,10.85666275,50600000000.0,105000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3897,1994,IC,IC,2.0727987,6.714415,2.8856761,70.55774,Iceland,ISL,17.45570885784327,21181.285979831675,2017533.89,10.44801807,51000000000.0,105000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3898,2003,IC,IC,4.1542454,9.9219055,2.8856761,70.55774,Iceland,ISL,23.177309462099682,26351.555106601405,2478899.712,7.387804031,48200000000.0,152000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3899,1961,IC,IC,3.1116352,8.527188,2.8856761,70.55774,Iceland,ISL,25.821862233489064,8084.756414701884,778140.323,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3900,1954,IC,IC,2.9075472,7.768755,2.8856761,70.55774,Iceland,ISL,22.754867034437165,7151.8324028399775,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3901,1959,IC,IC,3.1944969,11.546169,2.8856761,70.55774,Iceland,ISL,28.00249216507026,8216.420703611195,,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3902,2002,IC,IC,3.3427672,10.830057,2.8856761,70.55774,Iceland,ISL,20.131404717420196,25497.941443095966,2419151.758,8.9187994,49800000000.0,142000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3903,1982,IC,IC,2.1314466,8.935718,2.8856761,70.55774,Iceland,ISL,26.479095493464786,19347.10598105923,1842744.469,9.28894043,41800000000.0,115000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3904,2004,IC,IC,3.7674527,10.395321,2.8856761,70.55774,Iceland,ISL,26.15170491293142,27913.49488423087,2659110.136,6.740921974,50000000000.0,169000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3905,1984,IC,IC,2.477044,10.03968,2.8856761,70.55774,Iceland,ISL,23.6398837579799,19232.194210524733,1838276.985,9.64828968,37400000000.0,115000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3906,1985,IC,IC,2.5187106,6.0649433,2.8856761,70.55774,Iceland,ISL,22.011421454481148,19644.072461193937,1883050.647,11.17021561,42000000000.0,113000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3907,1990,IC,IC,2.5448112,9.609509,2.8856761,70.55774,Iceland,ISL,20.863475857406158,21735.338440475443,2082026.25,11.04405117,55900000000.0,108000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3908,1974,IC,IC,3.045283,9.579547,2.8856761,70.55774,Iceland,ISL,35.4264207641003,14912.345754719454,1380172.614,12.04130268,30300000000.0,89500000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3909,1991,IC,IC,2.7534592,10.796491,2.8856761,70.55774,Iceland,ISL,22.16727942016657,21508.714036525344,2051463.628,11.51904297,50600000000.0,110000000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3910,1975,IC,IC,2.2732704,9.541433,2.8856761,70.55774,Iceland,ISL,33.71351174470042,14675.399231174346,1369974.314,10.61402512,31900000000.0,88600000000.0,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
3911,1968,IC,IC,2.3693397,8.439661,2.8856761,70.55774,Iceland,ISL,29.927519436375736,10450.701129333105,990153.998,,,,9.018248,0.0,0.0,0.0,1.0,0.0,0.0,IC
