,year,fips60_06,fips,wtem,wpre,wtem50,wpre50,country,country_code,ki,rgdpl,gdpLCU,gdpSHAREAG,gdpWDIGDPAGR,gdpWDIGDPIND,lnrgdpl_t0,_MENA,_SSAF,_LAC,_WEOFF,_EECA,_SEAS,parent
1411,1961,CD,CD,26.992035,8.685204,27.739145,68.24894,Chad,TCD,4.839276819573398,1141.9763457446377,143552.0696,39.86846161,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1412,1986,CD,CD,27.967604,6.263151,27.739145,68.24894,Chad,TCD,6.977608569805161,834.6095319279559,107705.4394,32.62196732,162000000000.0,86100000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1413,1957,CD,CD,27.562824,7.634232,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1414,1953,CD,CD,27.817787,8.069084,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1415,1959,CD,CD,27.587982,8.00289,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1416,1955,CD,CD,27.4233,8.260998,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1417,1984,CD,CD,27.904743,4.889227,27.739145,68.24894,Chad,TCD,7.939749954874531,718.4252757631173,97375.10626,33.61264038,143000000000.0,91900000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1418,1972,CD,CD,27.746943,6.5158453,27.739145,68.24894,Chad,TCD,6.40216690186262,899.9505364733402,123661.5667,39.52254105,173000000000.0,73500000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1419,1983,CD,CD,27.779432,5.8863344,27.739145,68.24894,Chad,TCD,8.964574734569869,688.659758568823,97822.69905,39.15669632,167000000000.0,73600000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1420,2004,CD,CD,28.803108,7.133393,27.739145,68.24894,Chad,TCD,,,155236.5733,23.46974564,320000000000.0,607000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1421,2001,CD,CD,27.954458,7.194296,27.739145,68.24894,Chad,TCD,24.126333926249348,755.6689120555011,106922.926,41.81033325,324000000000.0,126000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1422,1977,CD,CD,27.475552,6.167972,27.739145,68.24894,Chad,TCD,9.209829794484147,874.4555094707223,122975.755,35.16572571,169000000000.0,91700000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1423,1967,CD,CD,27.46362,7.519769,27.739145,68.24894,Chad,TCD,5.247297605326122,990.2969123046425,128645.0085,42.08049011,165000000000.0,67400000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1424,1975,CD,CD,27.301735,8.041436,27.739145,68.24894,Chad,TCD,10.418456394709409,992.283816463826,121592.2936,38.28974152,168000000000.0,83800000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1425,1997,CD,CD,28.40054,7.050078,27.739145,68.24894,Chad,TCD,11.611108770276303,831.0835951249629,104249.4841,39.94404221,285000000000.0,107000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1426,1971,CD,CD,27.331684,6.45641,27.739145,68.24894,Chad,TCD,5.751771452630271,990.4175503239363,124970.9657,39.67485809,167000000000.0,72500000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1427,1994,CD,CD,27.937492,8.334354,27.739145,68.24894,Chad,TCD,8.891889812681507,859.5196194646494,104353.0018,37.83631134,257000000000.0,86900000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1428,2006,CD,CD,28.832235,8.161037,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1429,1998,CD,CD,28.61277,7.051354,27.739145,68.24894,Chad,TCD,8.062443053203257,873.6544413895494,108144.6052,40.81711197,312000000000.0,119000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1430,1963,CD,CD,27.81664,7.652843,27.739145,68.24894,Chad,TCD,4.915856132041794,1152.1602176905526,143574.1478,39.72646332,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1431,1989,CD,CD,27.107288,6.565576,27.739145,68.24894,Chad,TCD,6.977608569822489,899.1669108455139,116294.7545,31.6555233,199000000000.0,112000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1432,2000,CD,CD,27.7598,6.4976196,27.739145,68.24894,Chad,TCD,7.501820365386694,829.5051264086077,100243.572,42.31419754,294000000000.0,110000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1433,1992,CD,CD,27.515154,6.843669,27.739145,68.24894,Chad,TCD,7.348979179581392,901.8839812497172,119330.2552,35.34349442,259000000000.0,103000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1434,2002,CD,CD,28.316217,5.929013,27.739145,68.24894,Chad,TCD,38.85992459507355,717.0299835132297,111816.4521,39.44327164,322000000000.0,156000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1435,1976,CD,CD,27.656155,6.8830876,27.739145,68.24894,Chad,TCD,9.889265489647876,955.3455663481013,122705.4443,37.01560974,166000000000.0,91000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1436,2005,CD,CD,29.17439,7.4932003,27.739145,68.24894,Chad,TCD,,,158825.2975,21.35289955,362000000000.0,637000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1437,1960,CD,CD,27.848598,8.007062,27.739145,68.24894,Chad,TCD,4.580923180931515,1125.8300467527804,144044.5216,40.92694092,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1438,1988,CD,CD,27.854221,8.2738085,27.739145,68.24894,Chad,TCD,6.97760856980893,880.8591623928634,114331.0866,36.75805283,205000000000.0,87900000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1439,1958,CD,CD,28.135344,8.033998,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1440,1985,CD,CD,27.784292,5.8071904,27.739145,68.24894,Chad,TCD,7.939749954771358,867.2453058669998,115496.676,38.05863953,197000000000.0,89000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1441,1995,CD,CD,27.651228,7.3110476,27.739145,68.24894,Chad,TCD,5.075744610724941,899.1587290203728,102511.5825,35.83829498,253000000000.0,96300000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1442,1982,CD,CD,27.609922,6.358282,27.739145,68.24894,Chad,TCD,8.964574734639104,619.3124827790019,86569.3865,39.45673752,149000000000.0,65500000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1443,1966,CD,CD,27.577139,7.675647,27.739145,68.24894,Chad,TCD,4.163529242920675,1068.818720451505,130368.3826,38.49887466,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1444,2003,CD,CD,28.567509,7.944817,27.739145,68.24894,Chad,TCD,24.856053301911572,883.518456064254,124000.5251,33.59690475,338000000000.0,248000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1445,1965,CD,CD,27.50288,6.5276566,27.739145,68.24894,Chad,TCD,3.3617522567825935,1164.559923371265,135496.7332,37.7452774,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1446,1981,CD,CD,27.402805,7.0610185,27.739145,68.24894,Chad,TCD,8.964574734489364,616.8399439960167,84035.33688,39.74995041,142000000000.0,59200000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1447,1962,CD,CD,27.44127,7.966069,27.739145,68.24894,Chad,TCD,3.5581291002648974,1283.9459911729346,148591.7763,39.81206894,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1448,1968,CD,CD,27.556997,6.9971156,27.739145,68.24894,Chad,TCD,5.084169814013733,967.6772637590982,125346.1384,41.35421753,162000000000.0,69200000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1449,1970,CD,CD,27.623743,7.546115,27.739145,68.24894,Chad,TCD,5.5193963228928205,991.1900413861551,130669.955,39.67878342,171000000000.0,71400000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1450,1979,CD,CD,28.091728,7.3605533,27.739145,68.24894,Chad,TCD,8.964574734638298,664.5790950883181,92373.85641,40.81380844,153000000000.0,55100000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1451,1987,CD,CD,28.295387,5.4659786,27.739145,68.24894,Chad,TCD,6.9776085698534285,787.1642366202697,102066.3688,33.11314011,156000000000.0,78400000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1452,1996,CD,CD,28.17817,7.046888,27.739145,68.24894,Chad,TCD,8.083750033391503,849.309248753906,101679.0581,39.00421906,263000000000.0,97000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1453,1964,CD,CD,27.39004,8.06356,27.739145,68.24894,Chad,TCD,4.716224312104892,1139.3064175829898,137349.7626,38.46229935,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1454,1969,CD,CD,28.255413,7.5767345,27.739145,68.24894,Chad,TCD,5.949799035851503,955.9847974100015,131103.1261,40.85116959,172000000000.0,69500000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1455,1952,CD,CD,28.168575,8.339423,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1456,1993,CD,CD,27.989725,5.8513045,27.739145,68.24894,Chad,TCD,5.567385107589716,876.6279993518857,97625.48201,32.46493149,203000000000.0,90300000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1457,1951,CD,CD,27.60281,7.7474413,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1458,1990,CD,CD,28.55475,5.495802,27.739145,68.24894,Chad,TCD,6.9776085698915775,833.5515130486816,108097.8833,29.27986526,168000000000.0,121000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1459,1950,CD,CD,27.58224,9.163584,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1460,1956,CD,CD,27.706875,7.82898,27.739145,68.24894,Chad,TCD,,,,,,,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1461,1991,CD,CD,28.192923,7.37634,27.739145,68.24894,Chad,TCD,6.977608569872479,873.9911384248667,113846.3833,36.49593735,225000000000.0,104000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1462,1999,CD,CD,28.207531,7.926533,27.739145,68.24894,Chad,TCD,5.581208318978489,881.3449187630514,104059.4309,39.74720001,301000000000.0,112000000000.0,7.026276,0.0,1.0,0.0,0.0,0.0,0.0,CD
1463,1953,CE,CE,26.66446,22.724243,26.6107,193.97784,Sri Lanka,LKA,14.927237248300942,823.4948031887537,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1464,1993,CE,CE,26.73154,22.372513,26.6107,193.97784,Sri Lanka,LKA,12.434497818827836,3044.458693763704,37642.07937,24.64334488,153000000000.0,150000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1465,1982,CE,CE,26.665356,17.549967,26.6107,193.97784,Sri Lanka,LKA,18.114724780820424,2097.892963953696,27340.54663,26.36698723,121000000000.0,83500000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1466,1956,CE,CE,26.387869,19.634127,26.6107,193.97784,Sri Lanka,LKA,18.41841149377094,777.2887993583469,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1467,2002,CE,CE,26.978954,21.097334,26.6107,193.97784,Sri Lanka,LKA,10.754747431509681,4111.028226119158,50947.43883,20.51185608,174000000000.0,234000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1468,1983,CE,CE,27.228136,18.109106,26.6107,193.97784,Sri Lanka,LKA,17.494119110938907,2071.0748115312867,28245.92461,28.25831223,127000000000.0,84900000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1469,1991,CE,CE,26.92803,19.456413,26.6107,193.97784,Sri Lanka,LKA,11.882176802174698,2736.8075375886483,34468.69089,26.75082016,149000000000.0,128000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1470,1965,CE,CE,26.633417,24.758873,26.6107,193.97784,Sri Lanka,LKA,12.725289011465035,1071.4900036823137,16342.30532,28.20452309,70500000000.0,34300000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1471,1992,CE,CE,26.658028,19.570457,26.6107,193.97784,Sri Lanka,LKA,11.506015006379345,2917.28153131176,35656.96949,25.86053276,146000000000.0,137000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1472,1954,CE,CE,26.523626,24.231672,26.6107,193.97784,Sri Lanka,LKA,14.330646638741104,885.8471403120536,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1473,1950,CE,CE,26.484299,18.875332,26.6107,193.97784,Sri Lanka,LKA,14.920860631815367,823.0161650410645,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1474,1980,CE,CE,27.138243,18.846752,26.6107,193.97784,Sri Lanka,LKA,19.70509379135346,1854.0340680949994,25595.60123,27.55357742,111000000000.0,79400000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1475,1990,CE,CE,26.999958,22.067165,26.6107,193.97784,Sri Lanka,LKA,11.005009270840326,2755.8985701275196,33436.97402,26.31935692,146000000000.0,123000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1476,1967,CE,CE,26.595957,24.605469,26.6107,193.97784,Sri Lanka,LKA,13.90547827994648,1149.6211369642128,17711.35875,29.6308136,77800000000.0,40300000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1477,1966,CE,CE,26.970547,21.456913,26.6107,193.97784,Sri Lanka,LKA,14.121984791870146,1069.9434345080886,16761.49007,28.30448151,71700000000.0,37100000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1478,1955,CE,CE,26.367334,24.979918,26.6107,193.97784,Sri Lanka,LKA,17.99935570010583,860.1924436071462,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1479,1978,CE,CE,26.848114,22.676044,26.6107,193.97784,Sri Lanka,LKA,26.961900274475646,1664.9280471560346,23620.42757,30.46518135,105000000000.0,68600000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1480,2003,CE,CE,26.994852,20.005089,26.6107,193.97784,Sri Lanka,LKA,11.07419727523383,4274.167154076547,53324.24308,19.02700233,176000000000.0,246000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1481,1989,CE,CE,26.809969,20.118393,26.6107,193.97784,Sri Lanka,LKA,11.531643282318589,2525.8743807621104,31784.34651,25.62571907,134000000000.0,114000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1482,1964,CE,CE,26.72208,22.009247,26.6107,193.97784,Sri Lanka,LKA,14.50416722498488,1036.227158584327,16318.21783,30.48219109,74900000000.0,33900000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1483,1961,CE,CE,26.509811,25.344465,26.6107,193.97784,Sri Lanka,LKA,16.293211254236255,952.3711935264956,15846.87797,32.41128922,66400000000.0,29300000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1484,1957,CE,CE,26.613577,28.194412,26.6107,193.97784,Sri Lanka,LKA,16.37688622082114,778.379844856214,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1485,1985,CE,CE,26.65781,20.65865,26.6107,193.97784,Sri Lanka,LKA,13.802689350084673,2359.483890444601,30336.05423,27.68926811,138000000000.0,94100000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1486,1972,CE,CE,26.740381,24.37923,26.6107,193.97784,Sri Lanka,LKA,16.802962470874967,1363.238865429103,19247.18967,26.34510994,87100000000.0,55500000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1487,1969,CE,CE,26.880463,23.685797,26.6107,193.97784,Sri Lanka,LKA,18.522590801493752,1165.8896450448296,19250.68737,28.87687492,83400000000.0,51300000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1488,1994,CE,CE,26.754448,19.847042,26.6107,193.97784,Sri Lanka,LKA,12.413679516922326,3153.5638200646295,39205.69678,23.7664814,158000000000.0,162000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1489,2006,CE,CE,26.771158,25.605171,26.6107,193.97784,Sri Lanka,LKA,,,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1490,2005,CE,CE,26.87782,24.644754,26.6107,193.97784,Sri Lanka,LKA,,,58038.55592,16.76664925,180000000000.0,275000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1491,1973,CE,CE,26.99577,19.863111,26.6107,193.97784,Sri Lanka,LKA,11.168350489985585,1446.9717514256465,20243.51396,27.29910851,86400000000.0,58800000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1492,1959,CE,CE,26.815273,24.24767,26.6107,193.97784,Sri Lanka,LKA,17.93041694640994,820.3513795216959,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1493,1974,CE,CE,26.380592,20.599073,26.6107,193.97784,Sri Lanka,LKA,15.495454037934891,1496.6793548950109,20716.62324,33.16453552,91400000000.0,56700000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1494,1970,CE,CE,26.672976,24.535982,26.6107,193.97784,Sri Lanka,LKA,19.36688992050973,1241.1447164827584,19606.19234,28.30059814,86600000000.0,55900000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1495,1975,CE,CE,26.433868,23.282644,26.6107,193.97784,Sri Lanka,LKA,16.342806755948057,1506.4061992471075,21635.59936,30.3530407,89200000000.0,57700000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1496,1979,CE,CE,27.105486,22.840883,26.6107,193.97784,Sri Lanka,LKA,18.371286267568582,1736.7556106334152,27133.35764,26.94146347,107000000000.0,75600000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1497,1963,CE,CE,26.606295,29.226078,26.6107,193.97784,Sri Lanka,LKA,16.15977708640617,999.0706213086166,16078.11578,31.82584,72300000000.0,32200000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1498,1999,CE,CE,26.734056,22.76526,26.6107,193.97784,Sri Lanka,LKA,11.921627967784797,3904.470336178078,46867.61458,20.66892433,172000000000.0,220000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1499,1981,CE,CE,26.769,19.867992,26.6107,193.97784,Sri Lanka,LKA,19.215394564905008,1989.4788654871356,26578.58761,27.70088959,118000000000.0,81300000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1500,1951,CE,CE,26.511705,26.320715,26.6107,193.97784,Sri Lanka,LKA,17.031164483359795,828.4974705567136,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1501,1986,CE,CE,26.808275,20.133179,26.6107,193.97784,Sri Lanka,LKA,12.760188962824731,2442.0472271192075,31095.93798,27.09314156,141000000000.0,99800000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1502,1958,CE,CE,26.939014,21.716467,26.6107,193.97784,Sri Lanka,LKA,16.558502907529668,843.5906774341108,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1503,1995,CE,CE,26.914017,24.680353,26.6107,193.97784,Sri Lanka,LKA,11.498048231449808,3352.838310208654,40803.24986,23.01049423,164000000000.0,175000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1504,2004,CE,CE,26.823505,21.658766,26.6107,193.97784,Sri Lanka,LKA,,,55580.05051,17.80931664,175000000000.0,259000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1505,1962,CE,CE,26.561255,23.018942,26.6107,193.97784,Sri Lanka,LKA,15.762064313557417,932.4109326499943,16058.73199,30.61390495,68500000000.0,31100000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1506,1997,CE,CE,26.966196,25.018484,26.6107,193.97784,Sri Lanka,LKA,11.541063543397797,3647.1067641064005,44018.95731,21.87065315,161000000000.0,198000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1507,1968,CE,CE,26.643034,20.929768,26.6107,193.97784,Sri Lanka,LKA,15.802574814847139,1137.5316620141548,18290.34371,31.15838623,82300000000.0,46500000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1508,1988,CE,CE,27.02821,21.303143,26.6107,193.97784,Sri Lanka,LKA,12.290951510778262,2480.191616564403,31492.9815,26.33699608,136000000000.0,111000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1509,1998,CE,CE,27.544632,22.187267,26.6107,193.97784,Sri Lanka,LKA,12.319378215273948,3740.133057807863,45578.99292,21.1061306,165000000000.0,210000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1510,1971,CE,CE,26.320444,24.974096,26.6107,193.97784,Sri Lanka,LKA,16.586199569360804,1284.918657882651,19714.33909,27.09521675,84500000000.0,56100000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1511,1960,CE,CE,26.547968,23.151134,26.6107,193.97784,Sri Lanka,LKA,16.505901901184334,865.448940124176,15589.41217,31.65568542,61900000000.0,29200000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1512,1984,CE,CE,26.33467,25.682474,26.6107,193.97784,Sri Lanka,LKA,15.697775706383755,2110.4481555781667,29332.34566,28.66201591,127000000000.0,90900000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1513,1952,CE,CE,26.799849,21.848866,26.6107,193.97784,Sri Lanka,LKA,16.62222034197984,871.9221904382978,,,,,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1514,1976,CE,CE,26.699331,19.4003,26.6107,193.97784,Sri Lanka,LKA,20.584464423835907,1519.338813046705,22001.85466,29.01327133,90300000000.0,62200000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1515,2001,CE,CE,26.900671,19.051275,26.6107,193.97784,Sri Lanka,LKA,10.494097988018058,4045.61945683705,49724.00207,20.0538063,169000000000.0,231000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1516,1987,CE,CE,27.25668,17.417887,26.6107,193.97784,Sri Lanka,LKA,13.498004941437157,2440.262267469523,31157.26257,26.96378326,133000000000.0,106000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1517,1977,CE,CE,26.787342,23.092394,26.6107,193.97784,Sri Lanka,LKA,16.039492330398648,1546.0249958240363,22750.89855,30.68850327,99700000000.0,59800000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1518,1996,CE,CE,26.656528,22.941338,26.6107,193.97784,Sri Lanka,LKA,11.565356138095716,3495.9036889671193,41891.79711,22.43143654,156000000000.0,184000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1519,2000,CE,CE,26.784647,21.677412,26.6107,193.97784,Sri Lanka,LKA,12.330536634767071,4046.630178853496,48868.74189,19.89995193,175000000000.0,236000000000.0,6.7632484,0.0,0.0,0.0,0.0,0.0,1.0,CE
1520,1989,CF,CF,23.896152,16.223625,24.052866,119.29618,"Congo, Republic of",COG,9.114537477819447,2402.3634633385595,168800.4426,12.93454075,50600000000.0,158000000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1521,1986,CF,CF,23.813198,13.370229,24.052866,119.29618,"Congo, Republic of",COG,18.63181362598124,2534.6213231536653,177761.3823,12.08970356,41600000000.0,136000000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1522,1950,CF,CF,23.973017,15.325941,24.052866,119.29618,"Congo, Republic of",COG,,,,,,,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1523,1962,CF,CF,23.891684,15.290954,24.052866,119.29618,"Congo, Republic of",COG,39.03626978207574,1061.4225053182015,99236.33768,19.80472374,22400000000.0,18700000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1524,1958,CF,CF,24.132158,10.669374,24.052866,119.29618,"Congo, Republic of",COG,,,,,,,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1525,1961,CF,CF,23.590322,17.573395,24.052866,119.29618,"Congo, Republic of",COG,69.95411313736432,1014.0436116562071,96759.8761,20.49180222,22300000000.0,17800000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1526,1952,CF,CF,24.252104,14.218018,24.052866,119.29618,"Congo, Republic of",COG,,,,,,,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1527,1970,CF,CF,24.243475,15.623961,24.052866,119.29618,"Congo, Republic of",COG,31.494365086568195,1234.7803371833077,104207.1192,17.89473724,26900000000.0,32700000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1528,2002,CF,CF,24.652939,15.021458,24.052866,119.29618,"Congo, Republic of",COG,10.536336273899321,1477.0258290194636,141759.8008,6.26157999,,,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1529,1981,CF,CF,24.161345,14.503183,24.052866,119.29618,"Congo, Republic of",COG,41.11579764490767,2555.173490437133,161929.3458,7.882591724,38000000000.0,87400000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1530,1972,CF,CF,24.017443,11.77228,24.052866,119.29618,"Congo, Republic of",COG,33.190256433311966,1392.7912805639949,114707.6314,16.42512131,29000000000.0,35200000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1531,1983,CF,CF,24.071459,14.344603,24.052866,119.29618,"Congo, Republic of",COG,33.76859901505454,2829.544329757449,198798.446,7.582582474,41700000000.0,145000000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1532,1968,CF,CF,24.069307,13.966675,24.052866,119.29618,"Congo, Republic of",COG,42.15096067155003,1102.8399131517824,96710.00338,19.61414719,25600000000.0,27400000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1533,1954,CF,CF,23.79006,14.077141,24.052866,119.29618,"Congo, Republic of",COG,,,,,,,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1534,1998,CF,CF,25.204748,15.614275,24.052866,119.29618,"Congo, Republic of",COG,8.494714566317175,2548.2657163496624,141219.3583,10.95556927,,,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1535,1997,CF,CF,24.70061,17.30725,24.052866,119.29618,"Congo, Republic of",COG,5.708315052505023,2238.254247151643,140798.8448,9.13918972,,,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
1536,1966,CF,CF,24.298792,16.979372,24.052866,119.29618,"Congo, Republic of",COG,36.39667778051589,1029.685619484272,93230.2413,19.18819237,23000000000.0,21600000000.0,6.860589,0.0,1.0,0.0,0.0,0.0,0.0,CF
